repository_url,issue_number,title_processed,body_processed,label,label_cat,test_tag,valid
https://api.github.com/repos/bubba0077/Trivia,84,user name dialog text field not fill space,text field user name dialog resizes ful width zer width dialog made narrow fill remaining space matter narrow,bug,bug,0,valid
https://api.github.com/repos/intuit/karate,741,parallel test runner hangs running errored scenario,recently converted karate project parallel runner dem urlreplaced test parallel java url tests not compile correctly errored scenario tagged ignored not affect test run looking numerous threads online regarding running parallel tests log4j surefir reports none solutions presented worked following contains steps reproduce create project using quick start guide codereplaced modify 'examples test jav file contain parallel runner codereplaced modify 'users featur file not compile correctly changed scenario outline provided commented value examples codereplaced execute 'mvn tes test runner hangs indefinitely behavior hang output errored message causing hang attached zipped project created following process myproject zip urlreplaced,bug,bug,1,valid
https://api.github.com/repos/L6mps/LasaLaraAP,128,front end screen orientation,clien mail digitreplaced datereplaced digitreplaced reason application work screen orientations ?,bug,bug,1,valid
https://api.github.com/repos/kayler-renslow/arma-intellij-plugin,59,object animate array not yet supported ?,ref urlreplaced q8g jpg,bug,bug,0,valid
https://api.github.com/repos/HumBuch/HumBuch,446,send entity update event view models pathreplaced entities pathreplaced,updating categories settings virtual machine not directly available book management view meaning editing book changing category first reload application kind update event fired categories change general question possible generate general update dao event communicate change table da object ?,bug,bug,0,valid
https://api.github.com/repos/DigitalMediaServer/DigitalMediaServer,76,gui server restart icon blinking flaw,changed parameter tab pathreplaced blink first time change not later,bug,bug,0,valid
https://api.github.com/repos/ghassan10088/TestProject,3,user story digitreplaced,description user story,bug,bug,0,valid
https://api.github.com/repos/robolectric/robolectric,2442,mockito inject mocks broken,description codereplaced steps reproduce codereplaced snippet work throw codereplaced remove codereplaced annotation remove codereplaced change codereplaced codereplaced snippet works robolectric android version robolectric digitreplaced digitreplaced rc digitreplaced compile sdk version digitreplaced test code robolectric digitreplaced digitreplaced throws codereplaced struggle problem day idea want information glad provide,defect,bug,0,valid
https://api.github.com/repos/canitzp/FeederHelmet,12,causing crash mc launcher,tried add feeder helme digitreplaced digitreplaced digitreplaced causes immediate crash mc launcher even far trying load world running digitreplaced digitreplaced digitreplaced last mod file released datereplaced running forge digitreplaced digitreplaced digitreplaced much newer found digitreplaced crash reports crashed initial launch show feeder helme digitreplaced digitreplaced digitreplaced error cras datereplaced digitreplaced digitreplaced digitreplaced client txt urlreplaced pathreplaced datereplaced digitreplaced digitreplaced digitreplaced client txt cras datereplaced digitreplaced digitreplaced digitreplaced client txt urlreplaced pathreplaced datereplaced digitreplaced digitreplaced digitreplaced client txt cras datereplaced digitreplaced digitreplaced digitreplaced client txt urlreplaced pathreplaced datereplaced digitreplaced digitreplaced digitreplaced client txt,bug,bug,0,valid
https://api.github.com/repos/Phylogeny/ExtraBitManipulation,31,game crashes startup,game randomly crashes startup log urlreplaced gxx pk5v helpful know playing custom modpack called project gear discord urlreplaced,bug,bug,1,valid
https://api.github.com/repos/quaap/Primary,3,dialog disappears device rotation,perform sequences events dialog screen disappears sequence digitreplaced digitreplaced click non default user item digitreplaced click delete user digitreplaced orientation change sequence digitreplaced game started digitreplaced click go digitreplaced click clear progress digitreplaced orientation change,bug,bug,0,valid
https://api.github.com/repos/somecookie/runPHARAA,86,bug application crash gps not found current location yet plus button pressed digitreplaced,attempt invoke method null object reference create track activity digitreplaced,bug,bug,0,valid
https://api.github.com/repos/ConnectSDK/Connect-SDK-Android,123,device list update friendly name,step change friendlyname webos tv device list shows old friendly name,bug,bug,0,valid
https://api.github.com/repos/raoulvdberge/refinedstorage,1976,fluid autocrafting not working energized glowstone,issue description rs cannot find bucket energized glowstone eventhough system system knows craft crafting lumium blend crafting patterns stored reborn storage crafter except bucket filling refined storage crafter fluid transposer te happens notification ca find bucket autocrafting lumium blend expected happen lumium blend autocrafted steps reproduce digitreplaced create required patterns energized glowstone lumium blend digitreplaced hit craft digitreplaced ? ? ? digitreplaced told not version make latest version reporting minecraft digitreplaced digitreplaced digitreplaced forge digitreplaced digitreplaced digitreplaced digitreplaced refined storage digitreplaced digitreplaced digitreplaced reborn core digitreplaced digitreplaced digitreplaced digitreplaced reborn storage digitreplaced digitreplaced digitreplaced digitreplaced issue occur server ? yes,bug,bug,0,valid
https://api.github.com/repos/hltcoe/rebar,2,support protobuf riak api,protobuf version digitreplaced digitreplaced digitreplaced pb client supports digitreplaced digitreplaced digitreplaced causes exception attempting connect pb client need resolve faster pb client http,bug,bug,0,valid
https://api.github.com/repos/stoicflame/enunciate,642,resources description error,resource handling class contains several rest interfaces following settings sort resource items path index html using ant enunciate task create document facing problem descriptions resources index html using description resource handling functionreplaced not interface child resource handling class codereplaced settings codereplaced generated index html description wrong path method description pathreplaced pathreplaced path digitreplaced parent description pathreplaced pathreplaced path digitreplaced parent description corrent index html path method description pathreplaced pathreplaced path digitreplaced child digitreplaced description pathreplaced pathreplaced path digitreplaced child digitreplaced description,bug,bug,0,valid
https://api.github.com/repos/deeplearning4j/nd4j,646,nd4j native unable run multiple jvms simultaneously,issue trying run digitreplaced separate pathreplaced using nd4j native results following exception java io file not found exception users alex application data local temporary jni native ops dll process cannot access file used process java io file output functionreplaced java io file output stream initialize file output stream java digitreplaced java io file output stream initialize file output stream java digitreplaced org nd4j nativeblas util lib utils load temporary binary file library utils java digitreplaced org nd4j nativeblas native ops clinit native ops java digitreplaced org nd4j linalg cpu nativecpu ops native op executioner initialize native op executioner java digitreplaced sun reflect native constructor accessor impl new functionreplaced sun reflect native constructor accessor impl new instance native constructor accessor impl java digitreplaced sun reflect delegating constructor accessor impl new instance delegating constructor accessor impl java digitreplaced java lang reflect constructor new instance constructor java digitreplaced java lang class new instance class java digitreplaced org nd4j linalg factory nd4j init backend nd4j java digitreplaced org nd4j linalg factory nd4j init context nd4j java digitreplaced org nd4j linalg factory nd4j clinit nd4j java digitreplaced org deeplearning4j examples debug test softmax main test softmax java digitreplaced sun reflect native method accessor functionreplaced sun reflect native method accessor impl invoke native method accessor impl java digitreplaced sun reflect delegating method accessor impl invoke delegating method accessor impl java digitreplaced java lang reflect method invoke method java digitreplaced com intellij rt execution application app main main application main java digitreplaced,bug,bug,0,valid
https://api.github.com/repos/hcoles/pitest,30,detect classes line source debug information,emailreplaced urlreplaced datereplaced digitreplaced digitreplaced timereplaced pit asked mutate classes compiled line numbers currently report mutations not test coverage rather alerting user fact classes source debug mutated pit null pointer generating report hard error warning generated case original issue urlreplaced,bug,bug,0,valid
https://api.github.com/repos/vaadin/framework,6771,grid cols hidden throws exception,originally tepi reproduce digitreplaced create grid columns digitreplaced set columns hidable digitreplaced hide columns ui digitreplaced close reopen column hiding menu client side exception functionality imported urlreplaced issue issuereplaced,bug,bug,0,valid
https://api.github.com/repos/chorhatarahuduketuri/gc,63,add ai player windows,ai needs able produce ships combat colonisation move ships around identify new worlds colonise colonise new worlds kill worlds colonised players,enhancement,feature,0,invalid
https://api.github.com/repos/MateuszKubuszok/JSDPU,4,make download runnables resume interupted downloads,make several attempts download interrupted fil headers settings start downloaded content,enhancement,feature,0,invalid
https://api.github.com/repos/hi3g/freki,13,document packages prevent aut import intellij,packages codereplaced codereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/dimagi/commcare-android,2124,retry form submissions rate limited,currently receiving digitreplaced server phone immediately tries times updates send task short circuit back cease attempts submit forms automatically high priority rate limiting currently getting hit even higher submission counts form automated retry,enhancement,feature,0,invalid
https://api.github.com/repos/spring-projects/spring-petclinic,182,upgrade ehcache digitreplaced,twitter reference article french urlreplaced article concludes lines besides eh cache maven configuration petclinic not hold single line xml looking code remove xml want pr migrates cache infrastructure eh cache digitreplaced jcache js digitreplaced reduces number dependencies,enhancement,feature,1,invalid
https://api.github.com/repos/doanduyhai/Achilles,22,support valu less entities,possible create entities digitreplaced id embedded id column column join column,enhancement,feature,0,invalid
https://api.github.com/repos/David-Bromell/Android-Development-Project,16,add payment feature,inside users profile payment button link button new activity fragment add ability make payment stripe google pay api,enhancement,feature,0,invalid
https://api.github.com/repos/cryptic-game/server,31,account management,describe feature like account management options api implementation change password delete account feature request related problem ? describe not change password delete account right additional context related urlreplaced,enhancement,feature,0,invalid
https://api.github.com/repos/code4romania/expert-consultation-api,10,users import list users csv file,admin user want able import list users csv format csv contain following information row nume prenume email telefon judet organizatie importing admin user uploading file confirm information parsed csv file correct user controller enhanced new endpoint parses csv returns list results new endpoint receives list results persists database adauga membri digitreplaced urlreplaced,enhancement,feature,1,invalid
https://api.github.com/repos/JamesPierce82/RPGClubApp,2,games fragment layout,need adjust layout games fragment game fragment not quite happy yet pretty basic simple looking nice able spice little bit perhaps actually working process adding circle filter images ?,enhancement,feature,0,invalid
https://api.github.com/repos/eclipse/milo,643,shor circuit call inet address loopback functionreplaced,prevents unnecessary call loopback functionreplaced include loopback parameter true slow operation systems fixes issuereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/opennetworkinglab/flowvisor,30,fvctl change passwd improvements,status open project flowvisor pathreplaced none affects pathreplaced none fix pathreplaced none type improvement priority major reporter josh smift assignee nick bastin resolution unresolved votes digitreplaced labels none remaining estimate not specified time spent not specified original estimate not specified attachments changepassw improve txt description fvctl change passwd prompt confirm new password run interactively case mistyped new password allow run interactively comments comment masahiko takahashi pathreplaced hope patch helps diff r 8ef46d07f digitreplaced pathreplaced pathreplaced mon sep digitreplaced timereplaced digitreplaced digitreplaced pathreplaced mon sep digitreplaced timereplaced digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced new apicmd change slice digitreplaced slicename key value new apicmd delete slice digitreplaced slicename new apicmd change passwd digitreplaced slicename new apicmd change passwd digitreplaced digitreplaced slicename new passwd new apicmd slice information digitreplaced slicename new apicmd add queue digitreplaced dpid slicename queue new apicmd remove queue digitreplaced dpid slicename digitreplaced digitreplaced digitreplaced digitreplaced public void run change functionreplaced throws ioexception xml rpc exception string passwd fvconfig read passwd new password string confirm fvconfig read passwd retype new password functionreplaced system println match return codereplaced digitreplaced digitreplaced digitreplaced digitreplaced system err println failed public void run change functionreplaced throws ioexception xml rpc exception boolean reply boolean client execute api change passwd new object slice name passwd reply null system err println 'nul reply system exit digitreplaced reply system println success system err println failed public void run add functionreplaced throws ioexception xml rpc exception boolean reply boolean client execute api add queue diff r 8ef46d07f digitreplaced pathreplaced impl java pathreplaced impl java mon sep digitreplaced timereplaced digitreplaced digitreplaced pathreplaced impl java mon sep digitreplaced timereplaced digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced passwd salt controller hostname controller port contact email drop policy lldp spam values ? ? ? ? ? ? ? ? ? ? ? private static string deleteslice delete slice slice ? private static string scrypt update slice set crypt ? salt private static string scrypt update slice set crypt ? salt ? slice ? private static string flowvisor select id flowvisor flowvisor flowvisor config ? original issue urlreplaced codereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/thelivelock/subscribe-lambda,3,implement lambda store payload data dynamo database,implement lambda store payload data dynamo database,enhancement,feature,0,invalid
https://api.github.com/repos/rascarlo/ArchPackages,2,feature request integrate aur queries,neat add additional repository codereplaced actually perform search arch linux user repository urlreplaced using rpc interface urlreplaced,enhancement,feature,0,invalid
https://api.github.com/repos/neo4j/neo4j-java-driver-spring-boot-starter,7,provide vs code devcontainer reactive web,public available docker image digitreplaced digitreplaced digitreplaced add simple easy reactive devcontainer,enhancement,feature,0,invalid
https://api.github.com/repos/spring-cloud/spring-cloud-release-tools,5,better commit message,include version going codereplaced codereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/mguenther/kafka-junit,17,update dependencies,dependencies ou dated make latest stable versions runtime dependencies org apache curator curato test digitreplaced digitreplaced digitreplaced incubating digitreplaced digitreplaced digitreplaced compil time dependencies org projectlombok lombok digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced test dependencies org assertj assert core digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced digitreplaced,enhancement,feature,0,invalid
https://api.github.com/repos/BorderTech/wcomponents,179,allow intr element gaps margin units pixel,width issuereplaced intr element gaps hgap vgap able expressed unit suggest change int hgap int vgap strings,enhancement,feature,0,invalid
https://api.github.com/repos/SleepyTrousers/EnderIO,1262,feature request machines base speed configuration,like ability configure base speed machines alloy smelter sag mill work currently configuration pathreplaced rates soul binder slic splice upgrade level suggest similar configs alloy smelter sag mill,enhancement,feature,0,invalid
https://api.github.com/repos/material-components/material-components-android,1506,tab layout mediator add codereplaced getter getting information codereplaced state,work mutable collection fragments digitreplaced fragment collection want hide tab layout detach tab layout mediator view pager digitreplaced attach digitreplaced fragment collection call attach twice row illegal state exception message tab layout mediator attached achieve create duplicated variable tab layout mediato state code update locally call functionreplaced functionreplaced possible solution want method codereplaced return attached state tab layout mediator,feature request,feature,1,invalid
https://api.github.com/repos/SolidLeon/GenericLauncher,30,remove support file mode,xml mode supported version digitreplaced digitreplaced,enhancement,feature,0,invalid
https://api.github.com/repos/AntennaPod/AntennaPod,620,pause rewind seconds,nice podcast rewind seconds advanced pref ? default digitreplaced sec ? stop pause,feature request,feature,0,invalid
https://api.github.com/repos/signalapp/Signal-Android,3147,feature request indicate new day ux,like request new feature kind indicator new day begins like implemented messengers like whats application make searching messages sent certain day easier structures conversations see whats application handles similar solution great screenshot datereplaced digitreplaced digitreplaced digitreplaced urlreplaced,feature,feature,0,invalid
https://api.github.com/repos/akvo/akvo-rsr-up,84,project detail activity comments,project id retrieval urlreplaced pathreplaced detail activity javal digitreplaced l digitreplaced codereplaced null case override save instance state urlreplaced save instance state digitreplaced android os bundle digitreplaced activity requires bundle passed project id safely assume id present thus substitute mentioned block simpler codereplaced note outcome method return codereplaced value not present present need check codereplaced unused imports java io file android graphics bitmap android graphics bitmap factory database open close issues database used urlreplaced pathreplaced detail activity javal digitreplaced urlreplaced pathreplaced detail activity javal digitreplaced l digitreplaced calls codereplaced codereplaced bit odd codereplaced called codereplaced twice closed leaving database open counter set digitreplaced later codereplaced called close database successfully resetting counter least relative digitreplaced activity digitreplaced codereplaced method contains codereplaced statement unbalances counter potentially harm application state connections opened codereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/mguenther/kafka-sampler,6,integrate twitter4j library setup simple tweet feeder,streaming architecture based fetching tweets twitter processing multiple stream filters order need way connect twitter stream tweets dedicated kafka topic tweets kafka represented jso based strings time twitter4j library needs bit configuration twitter4j properties parameters codereplaced codereplaced codereplaced codereplaced requires configuration twitter connection parameters,enhancement,feature,0,invalid
https://api.github.com/repos/danfickle/neoflyingsaucer,22,inline styles applied,like codereplaced style applied moreover text codereplaced tag gets output expected behavior ? not inline styles codereplaced standard compliant though browsers support fine codereplaced,enhancement,feature,1,invalid
https://api.github.com/repos/dinsic-pim/tchap-android,536,add room access information room title,add salon accessible aux externes unrestricted room,enhancement,feature,0,invalid
https://api.github.com/repos/smclab/caldav-sync,10,liferay digitreplaced digitreplaced support,test support liferay digitreplaced digitreplaced,enhancement,feature,0,invalid
https://api.github.com/repos/sampalmer/sideways-mode,530,simplify custom notification,custom notification works nicely extremely high maintenance work consistently devices investigate whether ther way stock media notification,enhancement,feature,0,invalid
https://api.github.com/repos/busukxuan/Organice,11,delete event chat group,delete event chat group using formatted delete message depends issue issuereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/mozilla-mobile/focus-android,1091,homescreen shortcut remembering blocker switch status,currently add homescreen feature not support remembering blocker switch status site needs unblocked properly view blocker status remembered shortcut reduce addtional step unblock issuereplaced,feature,feature,1,invalid
https://api.github.com/repos/myeongjae-kim/guestbook,18,issuereplaced implement list mentions,implement mentions table codereplaced,enhancement,feature,0,invalid
https://api.github.com/repos/Yakindu/solidity-ide,68,json interface solidity compiler,urlreplaced see command line interface used text output parsed finding binary assembly ast suggest considering json interface compiler uses structured json input returns json output used commandline compiler codereplaced standard input expects input standard output contain output documentation format see urlreplaced,enhancement,feature,0,invalid
https://api.github.com/repos/hazelcast/hazelcast-jet,1909,cleanup using functionreplaced methods,remove codereplaced codereplaced keyed variants creates several methods much usefulness easily replaced subsequent pathreplaced stage add variant codereplaced parameters ordered responses max pending calls currently available service factory level apply specific variants remove ordered asynchronous responses max pending calls service factory apply specific variants residing optional support returning codereplaced codereplaced act filtering optional keyed variant codereplaced currently missing useful want distribute data single node whole cluster,enhancement,feature,0,invalid
https://api.github.com/repos/CloudifySource/cloudify-widget,10,email activation registration,widget owner registers pathreplaced receive activation email activation link activation link clicked newly created account enabled,enhancement,feature,0,invalid
https://api.github.com/repos/languagetool-org/languagetool,163,able change language gui overriding duser language,separated urlreplaced nice language standalone languagetool overrideable inside app users system wide language setting language not support os level yet like see languagetool gui translated code stand view probably need moving codereplaced abstraction layer,enhancement,feature,0,invalid
https://api.github.com/repos/assimbly/gateway,343,resolve dependency runtime,create method gets maven dependency camel catalog resolve dependency jeka load classes runtime,enhancement,feature,0,invalid
https://api.github.com/repos/GluuFederation/oxShibboleth,5,override logout functionality,saml initiated logout work probably redirect open id connect front channel logout wo notified logout event perhaps add sessions client respective logout urls iframes rendered properly front channel logout page issue cluster shib idp servers active sessions memory solution require memcached session storage really work cluster,enhancement,feature,0,invalid
https://api.github.com/repos/DenizenScript/Denizen,1870,event entity breeding,mentioned mergu currently event detect entity breeding currently workaround codereplaced event fires every entity spawn event regardless bred link spigot api urlreplaced breed event html pathreplaced entities breed context parents context entities provide list entities breeding meaning codereplaced context child context entity return entity created breeding context location return location entities bred new entity spawned,feature,feature,0,invalid
https://api.github.com/repos/decorators-squad/eo-yaml,221,building pathreplaced scalars,reading digitreplaced types scalar yet buildable currently way specifying mult line concerns building yaml,enhancement,feature,0,invalid
https://api.github.com/repos/msurkein/GameMap,2,measure distance,measure distance clicks provide travel time estimate based pathreplaced speeds,enhancement,feature,1,invalid
https://api.github.com/repos/stefan-zobel/streamsupport,2,reflection not work android,android reports various warnings using streamsupport library zygote accessing hidden field pathreplaced unsafe pathreplaced light greylist reflection zygote accessing hidden field pathreplaced value light greylist reflection zygote accessing hidden field pathreplaced context class loader pathreplaced loader dark greylist reflection zygote accessing hidden field pathreplaced integer value dark greylist reflection problematic classes tlrandom accesses context class loader striped digitreplaced accesses private field atomic integer class classes test cases not cover everything streamsupport library basically warnings wrt light greylist merely warning restricted later versions warnings wrt dark greylist likely restricted android not work see urlreplaced detailed explanation,enhancement,feature,1,invalid
https://api.github.com/repos/dancres/blitzjavaspaces,1,running digitreplaced spaces machine,like run digitreplaced spaces single hos digitreplaced space testing transient local development persistent like unicast discovery possible configure digitreplaced blitz space run digitreplaced digitreplaced ?,question,support,0,invalid
https://api.github.com/repos/spring-projects/spring-boot,10871,added name author list,succumbed fit vanity,type: documentation,support,1,invalid
https://api.github.com/repos/neo4j/neo4j,7194,start neo4j docker existing data dir work,trying start neo4j existing data dir docker reproduce digitreplaced dir data imported say codereplaced digitreplaced start neo4j codereplaced digitreplaced codereplaced codereplaced inside codereplaced codereplaced digitreplaced volumes mounted successfully tried test codereplaced nothing meaning empty graph database codereplaced digitreplaced tried connect local port codereplaced default machine ip digitreplaced digitreplaced digitreplaced digitreplaced mac codereplaced wondering missed anything advance pathreplaced benbc rishabhjain digitreplaced wondering help,question,support,0,invalid
https://api.github.com/repos/firebase/FirebaseUI-Android,1037,snapshot parser documentation performance,firebase using snapshot parser allow bind view holder decide model map data took awhile figure wanted generics various different models single recycler view harnessing power firebase ui found answer urlreplaced last year puf looks like snapshot parser new way ? codereplaced digitreplaced things digitreplaced nice see documentation pathreplaced working multiple class parsing firebase ui gotten working pathreplaced digitreplaced individually parsing snapshots like cause performance issues versus using codereplaced ? losing caching using snapshot parser ? codereplaced,docs,support,0,invalid
https://api.github.com/repos/Mindgamesnl/OpenAudioMc,23,playlist ?,digitreplaced playlist local music folder ? regions file description information like region data stored region isvalid ville 'tru source ville urlreplaced want play music folder bobmarley create playlist playlist yml digitreplaced set option stop music player leave region ? cuz default set music region music start enter region stop leave helping,help wanted,support,0,invalid
https://api.github.com/repos/vivekpanchal/MyBakingApp,1,exo player not work tablayout need help,application runs tablayout exo player not initialized video didnt played,help wanted,support,0,invalid
https://api.github.com/repos/phax/phoss-smp,122,enabling peppol directory,philip adding codereplaced sm server properties expected settings active restart tomcat change settings ui work missing ? codereplaced,question,support,0,invalid
https://api.github.com/repos/impossibl/pgjdbc-ng,161,issue using digitreplaced digitreplaced devel jboss developer studio jbs pathreplaced explorer,able create connection using driver reason connecting database not pull postgres catalog jbs cannot buil time jpa annotation validation driver postgres make connection catalog folder appears connection folder contains schemas jpa features jbs happy create connection using general postgres connection template point pgjdb ng driver changing url compatible driver connection empty schema folder prevents jbs validating information database jpa annotation compilation errors result not see error information pgjdb ng connect jbs idea behave differently know missing provide additional information problem,type: question,support,1,invalid
